Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR39139285_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 1.8728461099207093e-05)	(9.0, 8.427807494643192e-05)	(10.0, 0.00011237076659524255)	(11.0, 6.554961384722483e-05)	(12.0, 0.000103006536045639)	(13.0, 0.00017792038044246738)	(14.0, 0.0003277480692361241)	(15.0, 0.0005243969107777987)	(16.0, 0.0007210457523194731)	(17.0, 0.0010487938215555973)	(18.0, 0.001404634582440532)	(19.0, 0.001966488415416745)	(20.0, 0.0026313487844385965)	(21.0, 0.003174474156315602)	(22.0, 0.003979797983581507)	(23.0, 0.005899465246250234)	(24.0, 0.009008389788718612)	(25.0, 0.012220320867232628)	(26.0, 0.01603156270092127)	(27.0, 0.022474153319048513)	(28.0, 0.03118288773017981)	(29.0, 0.04316910283367235)	(30.0, 0.059256850917891235)	(31.0, 0.07428644095000493)	(32.0, 0.09127315516698577)	(33.0, 0.11445899000780416)	(34.0, 0.13508838990858074)	(35.0, 0.15311453371656758)	(36.0, 0.17070992291927264)	(37.0, 0.1959184315588054)	(38.0, 0.2235803686023343)	(39.0, 0.2515887821761985)	(40.0, 0.29058143818474763)	(41.0, 0.3356421155894399)	(42.0, 0.38870921011404325)	(43.0, 0.464203636804947)	(44.0, 0.570609388540092)	(45.0, 0.6996859424358274)	(46.0, 0.8569862872080678)	(47.0, 1.0644039938817862)	(48.0, 1.3287374938359953)	(49.0, 1.6412686884290137)	(50.0, 1.9861532995709124)	(51.0, 2.356358790118939)	(52.0, 2.7808393609324673)	(53.0, 3.2154894861228662)	(54.0, 3.640194798469585)	(55.0, 4.10325599914748)	(56.0, 4.559059921149434)	(57.0, 4.988643997612495)	(58.0, 5.392467075833599)	(59.0, 5.740338876520822)	(60.0, 6.0064234875878055)	(61.0, 6.166139803841844)	(62.0, 6.172011176396445)	(63.0, 5.954854669951139)	(64.0, 5.540047349295351)	(65.0, 4.978343344007932)	(66.0, 4.296468168077451)	(67.0, 3.554783651626651)	(68.0, 2.811460394829671)	(69.0, 2.139942057887051)	(70.0, 1.5647535606082028)	(71.0, 1.085314320699051)	(72.0, 0.7117377071531672)	(73.0, 0.4382740824130948)	(74.0, 0.25874305431609557)	(75.0, 0.1423269401234243)	(76.0, 0.0734062032783422)	(77.0, 0.03822478910348168)	(78.0, 0.019505692234824186)	(79.0, 0.009757528232686895)	(80.0, 0.004185811055672785)	(81.0, 0.001554462271234189)	(82.0, 0.0006367676773730411)	(83.0, 0.00023410576374008866)	(84.0, 0.0001217349971448461)	(85.0, 9.364230549603546e-05)	(86.0, 5.6185383297621275e-05)	(87.0, 3.7456922198414185e-05)	(88.0, 2.8092691648810637e-05)	(89.0, 9.364230549603546e-06)	(90.0, 2.8092691648810637e-05)	(91.0, 2.8092691648810637e-05)	(92.0, 9.364230549603546e-06)	(93.0, 1.8728461099207093e-05)	(94.0, 9.364230549603546e-06)	(95.0, 0.0)	(96.0, 9.364230549603546e-06)	(97.0, 5.6185383297621275e-05)	(98.0, 0.0004213903747321596)	(99.0, 0.0005337611413274021)	(100.0, 0.00017792038044246738)
SRR39139285_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 4.6845863336937655e-05)	(9.0, 8.432255400648778e-05)	(10.0, 7.495338133910026e-05)	(11.0, 7.495338133910026e-05)	(12.0, 0.00022486014401730076)	(13.0, 0.00023422931668468826)	(14.0, 0.0003372902160259511)	(15.0, 0.0006183653960475771)	(16.0, 0.0006089962233801896)	(17.0, 0.0010025014754104658)	(18.0, 0.00151780597211678)	(19.0, 0.0021080638501621944)	(20.0, 0.002735798418877159)	(21.0, 0.0034197480235964484)	(22.0, 0.004787647233035028)	(23.0, 0.0060150088524627944)	(24.0, 0.00842288622798139)	(25.0, 0.012713967309644879)	(26.0, 0.01689261831929972)	(27.0, 0.022326738466384485)	(28.0, 0.03044044199634209)	(29.0, 0.04404448070938878)	(30.0, 0.06059043963999516)	(31.0, 0.07561859259848476)	(32.0, 0.09284850113381043)	(33.0, 0.11412589226144751)	(34.0, 0.13644326155516462)	(35.0, 0.15372001595382723)	(36.0, 0.1710810929064963)	(37.0, 0.1974646831378596)	(38.0, 0.226003183082722)	(39.0, 0.2524055116594201)	(40.0, 0.29107208725772843)	(41.0, 0.3364469904858862)	(42.0, 0.388033655192522)	(43.0, 0.46820566570735705)	(44.0, 0.5739648867768276)	(45.0, 0.700757900484583)	(46.0, 0.8642405943578281)	(47.0, 1.081464862651208)	(48.0, 1.3480271942110507)	(49.0, 1.653846359247247)	(50.0, 2.002473274200737)	(51.0, 2.377671162838938)	(52.0, 2.7879753414618405)	(53.0, 3.2224519855666025)	(54.0, 3.66164132352306)	(55.0, 4.113694535551841)	(56.0, 4.57314002481519)	(57.0, 5.010914617698873)	(58.0, 5.40122498184957)	(59.0, 5.76172263857264)	(60.0, 6.033915842905583)	(61.0, 6.181930032704971)	(62.0, 6.16575884068106)	(63.0, 5.929018585721512)	(64.0, 5.493548809314007)	(65.0, 4.934527752941663)	(66.0, 4.2594132780477185)	(67.0, 3.4960880424903222)	(68.0, 2.7627441594685656)	(69.0, 2.096717782061988)	(70.0, 1.5217785013277523)	(71.0, 1.0446440140683748)	(72.0, 0.6776254131688032)	(73.0, 0.4239082173359488)	(74.0, 0.2513749026660074)	(75.0, 0.13980679454275674)	(76.0, 0.07578723770649774)	(77.0, 0.0412524672545073)	(78.0, 0.022701505373079987)	(79.0, 0.013707099612387958)	(80.0, 0.008469732091318329)	(81.0, 0.0057058261544390065)	(82.0, 0.004909446477711066)	(83.0, 0.004281711908996102)	(84.0, 0.004159912664320064)	(85.0, 0.004291081081663489)	(86.0, 0.003691454030950687)	(87.0, 0.0033635329875921233)	(88.0, 0.003597762304276812)	(89.0, 0.0038038841029593377)	(90.0, 0.003813253275626725)	(91.0, 0.003691454030950687)	(92.0, 0.003466593886933386)	(93.0, 0.003401009678261674)	(94.0, 0.003597762304276812)	(95.0, 0.004431618671674302)	(96.0, 0.005321690075076118)	(97.0, 0.006895711083197223)	(98.0, 0.010596534286815297)	(99.0, 0.01898194382412714)	(100.0, 0.06527502597368892)
SRR39146138_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 3.588222735338073e-05)	(21.0, 0.00013455835257517775)	(22.0, 0.0002242639209586296)	(23.0, 0.00031396948934208144)	(24.0, 0.0004664689555939495)	(25.0, 0.00048441006927063985)	(26.0, 0.0005472039671390561)	(27.0, 0.0011841135026615642)	(28.0, 0.0027001376083419003)	(29.0, 0.004853071249544745)	(30.0, 0.00789409001774376)	(31.0, 0.01342892358700274)	(32.0, 0.020569486830325508)	(33.0, 0.029773278146467665)	(34.0, 0.04303176115354184)	(35.0, 0.05975287910021727)	(36.0, 0.07505664906643415)	(37.0, 0.09277349882216589)	(38.0, 0.11930840594999094)	(39.0, 0.14923418356271048)	(40.0, 0.18119627757773438)	(41.0, 0.21800247228546463)	(42.0, 0.2618864363386493)	(43.0, 0.32008740910583283)	(44.0, 0.38693599866518114)	(45.0, 0.4690883581907463)	(46.0, 0.5853826570430533)	(47.0, 0.7212776225871445)	(48.0, 0.8816801494135946)	(49.0, 1.0837509127541582)	(50.0, 1.3434305921105747)	(51.0, 1.6488690818993896)	(52.0, 2.0169220584198544)	(53.0, 2.4636378478557677)	(54.0, 2.9753004688013003)	(55.0, 3.566890751176489)	(56.0, 4.224961830280653)	(57.0, 4.921687038801246)	(58.0, 5.60036348696309)	(59.0, 6.213240900715671)	(60.0, 6.712775328815761)	(61.0, 7.008974145061081)	(62.0, 7.052149435124036)	(63.0, 6.876622549468135)	(64.0, 6.453059767231991)	(65.0, 5.77458964187743)	(66.0, 4.971078924753175)	(67.0, 4.10403872409976)	(68.0, 3.2222150457767516)	(69.0, 2.4202203527581774)	(70.0, 1.738449062487105)	(71.0, 1.1853065867210641)	(72.0, 0.7656459967095998)	(73.0, 0.4648901375904008)	(74.0, 0.2621286413732846)	(75.0, 0.14055965510003068)	(76.0, 0.07258077537905089)	(77.0, 0.03622310851323785)	(78.0, 0.01649685402571679)	(79.0, 0.006727917628758888)	(80.0, 0.0030410187681990174)	(81.0, 0.0013814657531051582)	(82.0, 0.0007983795586127214)	(83.0, 0.000681762319714234)	(84.0, 0.0005292628534623658)	(85.0, 0.0002691167051503555)	(86.0, 0.00015249946625186812)	(87.0, 6.279389786841627e-05)	(88.0, 2.691167051503555e-05)	(89.0, 5.38233410300711e-05)	(90.0, 5.38233410300711e-05)	(91.0, 1.7941113676690365e-05)	(92.0, 2.691167051503555e-05)	(93.0, 1.7941113676690365e-05)	(94.0, 0.0)	(95.0, 5.38233410300711e-05)	(96.0, 7.176445470676146e-05)	(97.0, 0.00014352890941352292)	(98.0, 0.0006279389786841629)	(99.0, 0.0006997034333909244)	(100.0, 0.00019735225044359404)
SRR39146138_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 8.077542251604132e-05)	(21.0, 0.00017052589197830945)	(22.0, 0.00019745103281698992)	(23.0, 0.0001884759858707631)	(24.0, 0.0004397773003651139)	(25.0, 0.0004936275820424747)	(26.0, 0.0005295277698273821)	(27.0, 0.0013103568541491149)	(28.0, 0.002495063051051054)	(29.0, 0.004702924599822851)	(30.0, 0.007835215984056008)	(31.0, 0.012977917884243972)	(32.0, 0.020427206849612228)	(33.0, 0.02999460689429001)	(34.0, 0.04259557280679246)	(35.0, 0.05731464979860443)	(36.0, 0.07380181103882309)	(37.0, 0.09385206591669379)	(38.0, 0.12223116436066297)	(39.0, 0.1494524817485689)	(40.0, 0.17879191021578436)	(41.0, 0.2152665010052501)	(42.0, 0.26006993536081435)	(43.0, 0.32118103001767273)	(44.0, 0.3862052451430861)	(45.0, 0.4697808823063501)	(46.0, 0.5826959479368297)	(47.0, 0.715903594712728)	(48.0, 0.8832164198842883)	(49.0, 1.0894001733799568)	(50.0, 1.3489854562056751)	(51.0, 1.6516060891385507)	(52.0, 2.0176892790281964)	(53.0, 2.46807508488375)	(54.0, 2.979275808846937)	(55.0, 3.5814476086570792)	(56.0, 4.257744321196108)	(57.0, 4.936311720612532)	(58.0, 5.599513839657017)	(59.0, 6.229696760986333)	(60.0, 6.711728582374282)	(61.0, 6.993141179373224)	(62.0, 7.053040642692341)	(63.0, 6.854216427692579)	(64.0, 6.418881775565848)	(65.0, 5.743329991923355)	(66.0, 4.928332903877337)	(67.0, 4.075990645488068)	(68.0, 3.2066496481826476)	(69.0, 2.4044150768941637)	(70.0, 1.7190356168455527)	(71.0, 1.1689729396052038)	(72.0, 0.7572965112287261)	(73.0, 0.4594236781304044)	(74.0, 0.26076998902262005)	(75.0, 0.1417249663278676)	(76.0, 0.07498651723572503)	(77.0, 0.038440126070689445)	(78.0, 0.020301556192365053)	(79.0, 0.010913657086611805)	(80.0, 0.006453058754337079)	(81.0, 0.005124751806295511)	(82.0, 0.004801650116231345)	(83.0, 0.004128521595264334)	(84.0, 0.0038772202807699835)	(85.0, 0.0038682452338237566)	(86.0, 0.003590018778490726)	(87.0, 0.0034823182151360035)	(88.0, 0.0034553930742973232)	(89.0, 0.003581043731544499)	(90.0, 0.003590018778490726)	(91.0, 0.003338717463996375)	(92.0, 0.003293842229265241)	(93.0, 0.0035541185907058187)	(94.0, 0.0037425945765765813)	(95.0, 0.003769519717415262)	(96.0, 0.004613174130360582)	(97.0, 0.007278763073389946)	(98.0, 0.010554655208762732)	(99.0, 0.017151314714239443)	(100.0, 0.06120982017326687)
SRR39146893_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 2.0560766110593892e-05)	(21.0, 5.1401915276484735e-05)	(22.0, 0.00023644881027182977)	(23.0, 0.0004112153222118779)	(24.0, 0.0005242995358201443)	(25.0, 0.0006373837494284108)	(26.0, 0.0010074775394191009)	(27.0, 0.0020560766110593897)	(28.0, 0.003001871852146709)	(29.0, 0.003957947476289325)	(30.0, 0.005500004934583866)	(31.0, 0.008296269125624636)	(32.0, 0.01376543291104261)	(33.0, 0.018915904821746383)	(34.0, 0.024929928909095095)	(35.0, 0.034562647831908336)	(36.0, 0.04655985485743987)	(37.0, 0.06135332607401218)	(38.0, 0.08077296966546811)	(39.0, 0.10547673014734667)	(40.0, 0.13541320560437137)	(41.0, 0.16743659882162137)	(42.0, 0.20926747747362467)	(43.0, 0.26244789901867577)	(44.0, 0.3215909427357991)	(45.0, 0.39967045204077944)	(46.0, 0.4908060478259868)	(47.0, 0.5960566095461169)	(48.0, 0.7437343121354576)	(49.0, 0.9324410234984883)	(50.0, 1.1651169331890243)	(51.0, 1.4521452280929148)	(52.0, 1.7916137569618753)	(53.0, 2.2010711336712974)	(54.0, 2.7138360797033987)	(55.0, 3.3283048553015524)	(56.0, 4.015836313273702)	(57.0, 4.761236047464117)	(58.0, 5.519609625070318)	(59.0, 6.249342055484461)	(60.0, 6.877031403691726)	(61.0, 7.290230839833277)	(62.0, 7.451108554265619)	(63.0, 7.327414985344285)	(64.0, 6.893829549604082)	(65.0, 6.19113452662537)	(66.0, 5.309529997335324)	(67.0, 4.342413241791319)	(68.0, 3.3699815282077266)	(69.0, 2.478394746970988)	(70.0, 1.7421239929336758)	(71.0, 1.1670188040542542)	(72.0, 0.7341015932126443)	(73.0, 0.43829385117953)	(74.0, 0.24837405461597423)	(75.0, 0.13450853189550524)	(76.0, 0.0687243607246601)	(77.0, 0.033483207611102156)	(78.0, 0.01609907986459502)	(79.0, 0.007833651888136273)	(80.0, 0.0035467321540774465)	(81.0, 0.0014495340107968696)	(82.0, 0.0006682248985943015)	(83.0, 0.00042149570526717477)	(84.0, 0.0003392526408247992)	(85.0, 0.00023644881027182977)	(86.0, 0.00023644881027182977)	(87.0, 0.0002467291933271267)	(88.0, 0.00016448612888475114)	(89.0, 0.00014392536277415727)	(90.0, 0.00016448612888475114)	(91.0, 0.00012336459666356336)	(92.0, 0.0001130842136082664)	(93.0, 7.196268138707864e-05)	(94.0, 3.084114916589084e-05)	(95.0, 6.168229833178168e-05)	(96.0, 9.252344749767253e-05)	(97.0, 0.0001747665119400481)	(98.0, 0.00042149570526717477)	(99.0, 0.00047289762054365954)	(100.0, 0.0001747665119400481)
SRR39146893_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 2.057229872088647e-05)	(18.0, 2.057229872088647e-05)	(19.0, 0.0)	(20.0, 1.0286149360443235e-05)	(21.0, 6.171689616265941e-05)	(22.0, 0.00037030137697595644)	(23.0, 0.0005451659161034914)	(24.0, 0.0004937351693012753)	(25.0, 0.0008228919488354588)	(26.0, 0.0012034794751718584)	(27.0, 0.0018206484367984525)	(28.0, 0.00241724509970416)	(29.0, 0.003229850899179176)	(30.0, 0.005081357784058957)	(31.0, 0.008156916442831485)	(32.0, 0.012610819115903404)	(33.0, 0.017465881614032612)	(34.0, 0.025591939608782765)	(35.0, 0.03557979063777315)	(36.0, 0.04505333419874137)	(37.0, 0.05957737709568721)	(38.0, 0.08113714615517623)	(39.0, 0.10786056219360776)	(40.0, 0.13533486713535162)	(41.0, 0.1678493852637127)	(42.0, 0.21258384883228032)	(43.0, 0.26575295487641143)	(44.0, 0.32207990877419856)	(45.0, 0.3973230913458408)	(46.0, 0.49068018294122356)	(47.0, 0.5997750830580846)	(48.0, 0.7430714297984192)	(49.0, 0.9302484897104047)	(50.0, 1.1662847590844956)	(51.0, 1.4533300431370246)	(52.0, 1.79854350182286)	(53.0, 2.217498365273713)	(54.0, 2.7339247800641258)	(55.0, 3.3408487369277187)	(56.0, 4.027449206737304)	(57.0, 4.78575442373854)	(58.0, 5.541313238860537)	(59.0, 6.265118710906846)	(60.0, 6.8894262601895875)	(61.0, 7.289300316576819)	(62.0, 7.438891786725745)	(63.0, 7.312907029359036)	(64.0, 6.864297197302026)	(65.0, 6.1482269095747695)	(66.0, 5.261241964074389)	(67.0, 4.285456691145302)	(68.0, 3.3230948431315936)	(69.0, 2.4539255083235005)	(70.0, 1.723979205109007)	(71.0, 1.1394481954030993)	(72.0, 0.7142290669917365)	(73.0, 0.42964217263635346)	(74.0, 0.244625204090061)	(75.0, 0.1337816585819247)	(76.0, 0.07094357213897699)	(77.0, 0.03759587591242002)	(78.0, 0.019708262174609237)	(79.0, 0.011746782569626173)	(80.0, 0.008187774890912814)	(81.0, 0.005801388239289984)	(82.0, 0.005338511518070038)	(83.0, 0.005266508472546936)	(84.0, 0.005143074680221617)	(85.0, 0.0047727733032456605)	(86.0, 0.0047007702577225585)	(87.0, 0.004916779394291866)	(88.0, 0.004525905718595023)	(89.0, 0.004577336465397239)	(90.0, 0.004639053361559899)	(91.0, 0.004505333419874137)	(92.0, 0.004536191867955466)	(93.0, 0.004844776348768763)	(94.0, 0.005266508472546936)	(95.0, 0.005451659161034914)	(96.0, 0.006367126454114362)	(97.0, 0.009020952989108716)	(98.0, 0.01310455428520468)	(99.0, 0.022125507274313398)	(100.0, 0.07054241231391971)
SRR39146894_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 8.983347568612064e-05)	(21.0, 0.0002495374324614462)	(22.0, 0.0005390008541167238)	(23.0, 0.0009582237406519535)	(24.0, 0.0015970395677532558)	(25.0, 0.0028147822381651135)	(26.0, 0.004611451751887526)	(27.0, 0.0072365855413819395)	(28.0, 0.01035081269850079)	(29.0, 0.01456300455845)	(30.0, 0.02189940507281652)	(31.0, 0.03053340023598256)	(32.0, 0.04028532309657588)	(33.0, 0.054249437817118405)	(34.0, 0.07152740964074894)	(35.0, 0.0900530686266867)	(36.0, 0.1088582095369813)	(37.0, 0.12842194424195869)	(38.0, 0.15403446630980153)	(39.0, 0.18347988334025217)	(40.0, 0.21843508687945157)	(41.0, 0.26508860525244354)	(42.0, 0.319098487134399)	(43.0, 0.3809138999037484)	(44.0, 0.4599673585075346)	(45.0, 0.5583949033676274)	(46.0, 0.6700479321481769)	(47.0, 0.7995977855848614)	(48.0, 0.95714573894372)	(49.0, 1.153701383744952)	(50.0, 1.4042968549200348)	(51.0, 1.6905562159425074)	(52.0, 2.0405174927237377)	(53.0, 2.4968416047173356)	(54.0, 3.023894606567805)	(55.0, 3.610976333171201)	(56.0, 4.2492132334291925)	(57.0, 4.9210079276046)	(58.0, 5.574446648248142)	(59.0, 6.146336535963285)	(60.0, 6.60474678089226)	(61.0, 6.911777637792824)	(62.0, 7.003567486949441)	(63.0, 6.798278032012059)	(64.0, 6.318227900940028)	(65.0, 5.64242064485064)	(66.0, 4.838470926443652)	(67.0, 3.983356052884768)	(68.0, 3.135906969251099)	(69.0, 2.350892151219285)	(70.0, 1.6781791592924196)	(71.0, 1.1429014036680205)	(72.0, 0.7375128723884535)	(73.0, 0.44559400239775526)	(74.0, 0.2531207899915926)	(75.0, 0.13785445918900135)	(76.0, 0.07387306150588654)	(77.0, 0.03873819101531491)	(78.0, 0.01851567748863931)	(79.0, 0.007605900941424881)	(80.0, 0.003373746086878753)	(81.0, 0.0015670950758578824)	(82.0, 0.0015072060920671352)	(83.0, 0.0014273541136794723)	(84.0, 0.0007585937946827966)	(85.0, 0.00035933390274448256)	(86.0, 0.00018964844867069914)	(87.0, 0.00014972245947686771)	(88.0, 0.00015970395677532558)	(89.0, 0.00010979647028303633)	(90.0, 9.981497298457849e-05)	(91.0, 8.983347568612064e-05)	(92.0, 6.987048108920494e-05)	(93.0, 5.9888983790747095e-05)	(94.0, 8.983347568612064e-05)	(95.0, 6.987048108920494e-05)	(96.0, 0.00010979647028303633)	(97.0, 0.00020961144326761482)	(98.0, 0.0005290193568182659)	(99.0, 0.0005589638487136395)	(100.0, 0.00013974096217840988)
SRR39146894_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 6.99117224680396e-05)	(21.0, 0.0003895081680362206)	(22.0, 0.0006292055022123564)	(23.0, 0.0008888776142365035)	(24.0, 0.001368272282588775)	(25.0, 0.0024369228974573803)	(26.0, 0.004594198905042602)	(27.0, 0.007780175971800408)	(28.0, 0.010586632259445998)	(29.0, 0.014401814828416157)	(30.0, 0.021033441073955914)	(31.0, 0.03084105699732947)	(32.0, 0.04297573453999635)	(33.0, 0.05634884830923992)	(34.0, 0.07278809047815324)	(35.0, 0.08867802625624624)	(36.0, 0.10675520020869647)	(37.0, 0.12949648478865736)	(38.0, 0.1533663443170309)	(39.0, 0.18307882636594772)	(40.0, 0.22211952966988582)	(41.0, 0.27314509968263073)	(42.0, 0.32705702509441326)	(43.0, 0.388429530032428)	(44.0, 0.4715345932690791)	(45.0, 0.5730564016815967)	(46.0, 0.6815494075630701)	(47.0, 0.8053830428318162)	(48.0, 0.9653710260054629)	(49.0, 1.161423470583694)	(50.0, 1.4080021157284697)	(51.0, 1.7046375541603618)	(52.0, 2.063094930031849)	(53.0, 2.523423672928194)	(54.0, 3.0492397249992433)	(55.0, 3.621557059900464)	(56.0, 4.271376532851968)	(57.0, 4.954683720865663)	(58.0, 5.604223546927295)	(59.0, 6.152501236688433)	(60.0, 6.603092275383873)	(61.0, 6.908816237736611)	(62.0, 6.971477115845821)	(63.0, 6.752373777630985)	(64.0, 6.274037772504657)	(65.0, 5.599169928131748)	(66.0, 4.787085347331924)	(67.0, 3.9276106060876934)	(68.0, 3.0902479439212107)	(69.0, 2.3077360217253675)	(70.0, 1.628993070449943)	(71.0, 1.1046451645507218)	(72.0, 0.7189421916945473)	(73.0, 0.44058367499358564)	(74.0, 0.250713424159314)	(75.0, 0.13684720303672554)	(76.0, 0.07463575742909428)	(77.0, 0.04157750009063556)	(78.0, 0.022042167355280487)	(79.0, 0.01152544681830253)	(80.0, 0.007690289471484357)	(81.0, 0.005852609909467316)	(82.0, 0.005343253074343027)	(83.0, 0.005233391796178964)	(84.0, 0.00492378273953479)	(85.0, 0.004544261960422575)	(86.0, 0.003974980791754252)	(87.0, 0.0039949555696022635)	(88.0, 0.004374476348714478)	(89.0, 0.004404438515486496)	(90.0, 0.004174728570234365)	(91.0, 0.004134779014538343)	(92.0, 0.004154753792386353)	(93.0, 0.003984968180678258)	(94.0, 0.004134779014538343)	(95.0, 0.00462416107181462)	(96.0, 0.005732761242379248)	(97.0, 0.008569179696796856)	(98.0, 0.01281381998949926)	(99.0, 0.021672633965092277)	(100.0, 0.07319757342403747)
